image_path,filename,true_level,predicted_level,confidence,analysis_time,stage_scores,success,error
C:\Users\301\Desktop\test_data_set\test\2\20240228022910jI5UiG_jpg.rf.ef2df61aef7de73f2e41ce77231b3f72.jpg,20240228022910jI5UiG_jpg.rf.ef2df61aef7de73f2e41ce77231b3f72.jpg,2,3.0,0.4,3.300236701965332,"{'3.0': 0.4, '4.0': 0.299, '2.0': 0.301}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240422192617LNrK9O_jpg.rf.4efd92c9f17ab9391444755665005c57.jpg,20240422192617LNrK9O_jpg.rf.4efd92c9f17ab9391444755665005c57.jpg,2,2.0,0.8,1.8109610080718994,"{'2.0': 0.8, '3.0': 0.2}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240109072410jkB2Mo_sepia_jpg.rf.a4fdad46ce5f129b21dbe7bb6a14c3fe.jpg,20240109072410jkB2Mo_sepia_jpg.rf.a4fdad46ce5f129b21dbe7bb6a14c3fe.jpg,2,2.0,0.699,1.898115873336792,"{'3.0': 0.301, '2.0': 0.699}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231222075010HDRqwK_jpg.rf.4e412fcbb2778e7599376a1cdd92cc7b.jpg,20231222075010HDRqwK_jpg.rf.4e412fcbb2778e7599376a1cdd92cc7b.jpg,2,3.0,0.4,1.8734683990478516,"{'4.0': 0.206, '3.0': 0.4, '2.0': 0.394}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231225045824PLLwSq_sepia_jpg.rf.2f8315ce1666177e6f761a2b847eee43.jpg,20231225045824PLLwSq_sepia_jpg.rf.2f8315ce1666177e6f761a2b847eee43.jpg,2,2.0,0.603,1.8134129047393799,"{'5.0': 0.205, '2.0': 0.603, '6.0': 0.192}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231231065720iJVyYt_jpg.rf.01d1f87df50ab17878cfca7bc4677a88.jpg,20231231065720iJVyYt_jpg.rf.01d1f87df50ab17878cfca7bc4677a88.jpg,2,2.0,0.9,1.8423359394073486,"{'2.0': 0.9, '4.0': 0.1}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240112041805zFsaoN_jpg.rf.049f78390a56c8312fe7ea79256a44eb.jpg,20240112041805zFsaoN_jpg.rf.049f78390a56c8312fe7ea79256a44eb.jpg,2,2.0,0.79,1.822648048400879,"{'3.0': 0.21, '2.0': 0.79}",True,
C:\Users\301\Desktop\test_data_set\test\2\202401021640493dHvsP_jpg.rf.f4be72debbbdf68d5a828157d52c3537.jpg,202401021640493dHvsP_jpg.rf.f4be72debbbdf68d5a828157d52c3537.jpg,2,2.0,1.0,1.9765772819519043,{'2.0': 1.0},True,
C:\Users\301\Desktop\test_data_set\test\2\20231225045824PLLwSq_rgbshift_jpg.rf.6f9be6c655b371b35e1053761d7b6626.jpg,20231225045824PLLwSq_rgbshift_jpg.rf.6f9be6c655b371b35e1053761d7b6626.jpg,2,2.0,0.422,1.764918327331543,"{'2.0': 0.422, '4.0': 0.1, '5.0': 0.193, '6.0': 0.285}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240130072349uniDRh_jpg.rf.f943e9a84d533634fab73140c6a126d5.jpg,20240130072349uniDRh_jpg.rf.f943e9a84d533634fab73140c6a126d5.jpg,2,2.0,0.605,1.7987580299377441,"{'2.0': 0.605, '4.0': 0.102, '3.0': 0.293}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240228100442mIw9Zu_jpg.rf.334b9eea8eecabd6e884c210e7ca5b8b.jpg,20240228100442mIw9Zu_jpg.rf.334b9eea8eecabd6e884c210e7ca5b8b.jpg,2,2.0,0.9,1.809844732284546,"{'2.0': 0.9, '3.0': 0.1}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231222094424akH8Au_jpg.rf.cb2c90ea14b4ec3aa056d435ea661e2b.jpg,20231222094424akH8Au_jpg.rf.cb2c90ea14b4ec3aa056d435ea661e2b.jpg,2,2.0,0.786,1.8131837844848633,"{'3.0': 0.115, '2.0': 0.786, '5.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set\test\2\202402291538061tgGTo_jpg.rf.71225fb0ca131e1423c872fa6cb00d22.jpg,202402291538061tgGTo_jpg.rf.71225fb0ca131e1423c872fa6cb00d22.jpg,2,2.0,1.0,1.890718698501587,{'2.0': 1.0},True,
C:\Users\301\Desktop\test_data_set\test\2\20231130095830aHEvMd_jpg.rf.d9b2f9314d2120498c24129616d8006c.jpg,20231130095830aHEvMd_jpg.rf.d9b2f9314d2120498c24129616d8006c.jpg,2,2.0,0.814,1.8630201816558838,"{'2.0': 0.814, '3.0': 0.186}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240207051218k0Ayjg_jpg.rf.5ca21e5a6187c36f86f823b532009587.jpg,20240207051218k0Ayjg_jpg.rf.5ca21e5a6187c36f86f823b532009587.jpg,2,2.0,0.809,1.8350744247436523,"{'2.0': 0.809, '3.0': 0.191}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231231043028Q46NRr_jpg.rf.0227684b9bed2f5914efa7465b14b7b1.jpg,20231231043028Q46NRr_jpg.rf.0227684b9bed2f5914efa7465b14b7b1.jpg,2,3.0,0.611,1.8699696063995361,"{'3.0': 0.611, '2.0': 0.389}",True,
C:\Users\301\Desktop\test_data_set\test\2\202401041207296cmQVL_jpg.rf.69bff8742738d3e61393f3984ad7174a.jpg,202401041207296cmQVL_jpg.rf.69bff8742738d3e61393f3984ad7174a.jpg,2,2.0,0.703,1.8165264129638672,"{'2.0': 0.703, '3.0': 0.297}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240224194300kOjsFD_jpg.rf.0c13fa04922a01749826cec6cc657c47.jpg,20240224194300kOjsFD_jpg.rf.0c13fa04922a01749826cec6cc657c47.jpg,2,2.0,0.705,1.8407607078552246,"{'2.0': 0.705, '3.0': 0.295}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240106121506HtPoQC_jpg.rf.cadedd2a52e97a75ad530554d1a3a58e.jpg,20240106121506HtPoQC_jpg.rf.cadedd2a52e97a75ad530554d1a3a58e.jpg,2,2.0,0.707,2.51188325881958,"{'2.0': 0.707, '3.0': 0.293}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231122070433psAfzt_jpg.rf.a7efa27e390c92f2fc5a03788ccc1b8d.jpg,20231122070433psAfzt_jpg.rf.a7efa27e390c92f2fc5a03788ccc1b8d.jpg,2,2.0,0.803,1.897071123123169,"{'2.0': 0.803, '3.0': 0.197}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231225162717mMHTF1_jpg.rf.4024fbbff8cbaa9f0f8ec8ab6e5ffb05.jpg,20231225162717mMHTF1_jpg.rf.4024fbbff8cbaa9f0f8ec8ab6e5ffb05.jpg,2,2.0,1.0,1.7763972282409668,{'2.0': 1.0},True,
C:\Users\301\Desktop\test_data_set\test\2\20240113075133ZSjUb8_jpg.rf.f0d16a7888ce70d7bcba5e72366c9fe5.jpg,20240113075133ZSjUb8_jpg.rf.f0d16a7888ce70d7bcba5e72366c9fe5.jpg,2,2.0,0.615,1.733581781387329,"{'2.0': 0.615, '4.0': 0.289, '3.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240226191121Dv7z5w_jpg.rf.eb0c2f4b31aebe5bbeaa9a01fb3434aa.jpg,20240226191121Dv7z5w_jpg.rf.eb0c2f4b31aebe5bbeaa9a01fb3434aa.jpg,2,2.0,0.789,1.7321782112121582,"{'3.0': 0.109, '6.0': 0.102, '2.0': 0.789}",True,
C:\Users\301\Desktop\test_data_set\test\2\20240111080420FDIESU_jpg.rf.726526b79b4ce44fa1710e5739269238.jpg,20240111080420FDIESU_jpg.rf.726526b79b4ce44fa1710e5739269238.jpg,2,2.0,0.399,1.7577345371246338,"{'3.0': 0.314, '2.0': 0.399, '4.0': 0.287}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231227124154haqhNM_jpg.rf.e9d696a94c5bdaa6e21a27812c01cd9c.jpg,20231227124154haqhNM_jpg.rf.e9d696a94c5bdaa6e21a27812c01cd9c.jpg,2,2.0,1.0,1.7678604125976562,{'2.0': 1.0},True,
C:\Users\301\Desktop\test_data_set\test\2\20240306093756Nxspmr_jpg.rf.520a1e540048254439e49edc6e72083d.jpg,20240306093756Nxspmr_jpg.rf.520a1e540048254439e49edc6e72083d.jpg,2,2.0,0.696,1.7469723224639893,"{'3.0': 0.304, '2.0': 0.696}",True,
C:\Users\301\Desktop\test_data_set\test\2\20231110070141qEi5wm_jpg.rf.20af76796b05405ce043227831af11b2.jpg,20231110070141qEi5wm_jpg.rf.20af76796b05405ce043227831af11b2.jpg,2,3.0,0.615,1.8315579891204834,"{'3.0': 0.615, '2.0': 0.385}",True,
